codi_centre,denominacio,tipus_centre,naturalesa,titularitat,num_ensenyaments,nom_municipi,nom_comarca,provincia,codi_ine,codi_comarca,adreca,codi_postal,latitud,longitud,te_infantil_1c,te_infantil_2c,te_primaria,te_eso,te_batxillerat,te_fp_mitja,te_fp_superior,te_adults,te_especial,any_construccio,antiguitat_anys,superficie_m2,num_alumnes,tram_mida,estat_conservacio
25004966,Escola Ramon Perelló - ZER Guicivervi,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Vilagrassa,Urgell,Lleida,252445,38,"c. Ramon Perelló, 1",25330,41.64771,1.106416,False,True,True,False,False,False,False,False,False,,,,,,
25004981,Escola Vidal i Abad - ZER Alta Ribagorça,ESCOLA,Públic,Departament d'Educació i Formació Professional,3,Vilaller,Alta Ribagorça,Lleida,252458,05,"c. Afores, s/n",25552,42.47532,0.715858,True,True,True,False,False,False,False,False,False,,,,,,
25005016,Escola Marinada,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Vilanova de Bellpuig,Pla d'Urgell,Lleida,252483,27,"c. Pare Pacífic, 16",25264,41.61276,0.961178,False,True,True,False,False,False,False,False,False,,,,,,
25005053,Escola Mare de Déu del Puig de Meià - ZER El Romaní,ESCOLA,Públic,Departament d'Educació i Formació Professional,3,Vilanova de Meià,Noguera,Lleida,252509,23,c. Raval,25735,41.99436,1.020298,True,True,True,False,False,False,False,False,False,,,,,,
25005065,Escola de Vilanova de Segrià - ZER Alt Segrià,ESCOLA,Públic,Departament d'Educació i Formació Professional,3,Vilanova de Segrià,Segrià,Lleida,252516,33,"av. de Catalunya, s/n",25133,41.71222,0.615642,True,True,True,False,False,False,False,False,False,,,,,,
25005077,Escola Mossèn Ton Clavé - ZER Vent Serè,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Vila-sana,Pla d'Urgell,Lleida,252521,27,"c. Ponent, s/n",25245,41.66213,0.931299,False,True,True,False,False,False,False,False,False,,,,,,
25005090,Escola Mestral - ZER Argelaga,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Vilanova de la Barca,Segrià,Lleida,252542,33,"c. Major, 1",25690,41.69092,0.727233,False,True,True,False,False,False,False,False,False,,,,,,
25005107,Escola Sant Bonifaci - ZER Riu Set,ESCOLA,Públic,Departament d'Educació i Formació Professional,3,Vinaixa,Garrigues,Lleida,252555,18,"ctra. de Lleida, s/n",25440,41.42929,0.97241,True,True,True,False,False,False,False,False,False,,,,,,
25005119,Escola Pinyana,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Alfarràs,Segrià,Lleida,250138,33,"c. de la Sisquella, 4",25120,41.83,0.575533,False,True,True,False,False,False,False,False,False,,,,,,
25005120,Escola Teresa Bergadà,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Alguaire,Segrià,Lleida,250169,33,"c. Bassa, s/n",25125,41.73398,0.583519,False,True,True,False,False,False,False,False,False,,,,,,
25005144,Escola Àngel Serafí i Casanovas,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Sort,Pallars Sobirà,Lleida,252094,26,"c. de les Escoles, s/n",25560,42.4133,1.130255,False,True,True,False,False,False,False,False,False,,,,,,
25005171,Escola Mestre Ignasi Peraire,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Mollerussa,Pla d'Urgell,Lleida,251370,27,"av. Pau Casals, s/n",25230,41.62114,0.889156,False,True,True,False,False,False,False,False,False,,,,,,
25005260,Institut Ribera del Sió,INSTITUT,Públic,Departament d'Educació i Formació Professional,3,Agramunt,Urgell,Lleida,250030,38,"c. Petronel·la, 1",25310,41.7824,1.098785,False,False,False,True,True,True,False,False,False,,,,,,
25005341,Aremi,EDUCACIO_ESPECIAL,Privat,Societats Mercantils,1,Lleida,Segrià,Lleida,251207,33,"c. Mestre Tonet, s/n",25003,41.61694,0.610048,False,False,False,False,False,False,False,False,True,,,,,,
25005417,Plançó,EDUCACIO_ESPECIAL,Privat,Societats Mercantils,1,Lleida,Segrià,Lleida,251207,33,"Partida la Caparrella, 97",25192,41.60157,0.581661,False,False,False,False,False,False,False,False,True,,,,,,
25005429,Institut Els Planells,INSTITUT,Públic,Departament d'Educació i Formació Professional,3,Artesa de Segre,Noguera,Lleida,250349,23,"ctra. Montsonis, s/n",25730,41.89128,1.043237,False,False,False,True,True,True,False,False,False,,,,,,
25005430,Escola Joan XXIII,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Lleida,Segrià,Lleida,251207,33,"c. de Pius XII, 4",25003,41.6152,0.61554,False,True,True,False,False,False,False,False,False,,,,,,
25005442,Institut Escola del Treball,FORMACIO_PROFESSIONAL,Públic,Departament d'Educació i Formació Professional,2,Lleida,Segrià,Lleida,251207,33,"c. Pi i Margall, 49",25004,41.623,0.626036,False,False,False,False,False,True,True,False,False,,,,,,
25005454,Institut Francesc Ribalta,INSTITUT,Públic,Departament d'Educació i Formació Professional,4,Solsona,Solsonès,Lleida,252075,35,"c. Francesc  Ribalta, s/n",25280,41.98751,1.517237,False,False,False,True,True,True,True,False,False,,,,,,
25005466,CEE Escoles Especials de la Llar de Sant Josep,EDUCACIO_ESPECIAL,Públic,Corporacions Locals,1,Lleida,Segrià,Lleida,251207,33,"Partida Caparrella, 97",25192,41.6008,0.579873,False,False,False,False,False,False,False,False,True,,,,,,
25005533,Escola Pau Claris,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,La Seu d'Urgell,Alt Urgell,Lleida,252038,04,"c. Bisbe Benlloch, 7",25700,42.35939,1.460284,False,True,True,False,False,False,False,False,False,,,,,,
25005545,Escola Pompeu Fabra,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Mollerussa,Pla d'Urgell,Lleida,251370,27,"ctra. de Torregrossa, s/n",25230,41.62533,0.886388,False,True,True,False,False,False,False,False,False,,,,,,
25005557,CEE Siloé,EDUCACIO_ESPECIAL,Públic,Departament d'Educació i Formació Professional,1,Mollerussa,Pla d'Urgell,Lleida,251370,27,"ctra. de Torregrosa, 5",25230,41.61729,0.869223,False,False,False,False,False,False,False,False,True,,,,,,
25005570,Escola agrària del Pirineu,FORMACIO_PROFESSIONAL,Públic,Altres Departaments,1,Montferrer i Castellbò,Alt Urgell,Lleida,251403,04,Finca Les Colomines (Bellestar),25711,42.37055,1.422737,False,False,False,False,False,True,False,False,False,,,,,,
25005582,Institut Terres de Ponent,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Mollerussa,Pla d'Urgell,Lleida,251370,27,"ctra. de Torregrossa, s/n",25230,41.62577,0.885952,False,False,False,True,True,False,False,False,False,,,,,,
25005673,Escola Joan Maragall,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Lleida,Segrià,Lleida,251207,33,"c. Ignasi Bastus, 16 (La Bordeta)",25001,41.60406,0.643791,False,True,True,False,False,False,False,False,False,,,,,,
25005685,Institut La Segarra,INSTITUT,Públic,Departament d'Educació i Formació Professional,4,Cervera,Segarra,Lleida,250729,32,"c. President Macià, s/n",25200,41.6773,1.274374,False,False,False,True,True,True,True,False,False,,,,,,
25005697,Mirasan,INSTITUT,Privat,Societats Mercantils,5,Lleida,Segrià,Lleida,251207,33,"c. Sabadell, 13",25005,41.62794,0.629182,True,True,True,True,True,False,False,False,False,,,,,,
25005703,Institució Lleida,INSTITUT,Privat,Societats Mercantils,5,Lleida,Segrià,Lleida,251207,33,"ctra. d'Osca, 101",25001,41.65381,0.557629,True,True,True,True,True,False,False,False,False,,,,,,
25005727,Institut Almatà,INSTITUT,Públic,Departament d'Educació i Formació Professional,4,Balaguer,Noguera,Lleida,250404,23,parc públic el Reial,25600,41.79826,0.805035,False,False,False,True,True,True,True,False,False,,,,,,
25005880,Escola Frederic Godàs,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Lleida,Segrià,Lleida,251207,33,"c. de la Doctora Castells, s/n",25001,41.609,0.62833,False,True,True,False,False,False,False,False,False,,,,,,
25005892,Escola Maldanell - ZER Riu Corb,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Maldà,Urgell,Lleida,251305,38,"c. de les Escoles, s/n",25266,41.55084,1.041832,False,True,True,False,False,False,False,False,False,,,,,,
25005910,Escola Abat Ruera - ZER Pedrera,ESCOLA,Públic,Departament d'Educació i Formació Professional,3,Puiggròs,Garrigues,Lleida,251804,18,"c. de la Creu, s/n",25420,41.55145,0.889366,True,True,True,False,False,False,False,False,False,,,,,,
25005983,Escola Sant Serni - ZER Baridà-Batllia,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Prats i Sansor,Cerdanya,Lleida,251752,15,"pl. La Font, 1",25721,42.36456,1.836651,False,True,True,False,False,False,False,False,False,,,,,,
25006011,Cons. de Música de Lleida,ALTRES,Públic,Corporacions Locals,0,Lleida,Segrià,Lleida,251207,33,"c. de Pi i Margall/pl. Jacint Verdaguer,",25004,41.61975,0.628545,False,False,False,False,False,False,False,False,False,,,,,,
25006021,Esc. de Música Municipal,ALTRES,Públic,Corporacions Locals,0,Tàrrega,Urgell,Lleida,252173,38,"av. de la Generalitat, 5",25300,41.64772,1.14368,False,False,False,False,False,False,False,False,False,,,,,,
25006033,EA Municipal Leandre Cristòfol,ALTRES,Públic,Corporacions Locals,0,Lleida,Segrià,Lleida,251207,33,"c. La Palma, 12",25002,41.61387,0.623359,False,False,False,False,False,False,False,False,False,,,,,,
25006069,Escola d'Ardèvol - ZER El Solsonès,ESCOLA,Públic,Departament d'Educació i Formació Professional,3,Pinós,Solsonès,Lleida,251673,35,"c. Major, 1",25287,41.85061,1.518906,True,True,True,False,False,False,False,False,False,,,,,,
25006082,L'Estel,EDUCACIO_ESPECIAL,Privat,Societats Mercantils,1,Balaguer,Noguera,Lleida,250404,23,"c. Jacint Verdaguer, 3",25600,41.79381,0.810818,False,False,False,False,False,False,False,False,True,,,,,,
25006094,Apromi,EDUCACIO_ESPECIAL,Privat,Societats Mercantils,1,Juneda,Garrigues,Lleida,251193,18,"pl. Catalunya, 2",25430,41.54654,0.826145,False,False,False,False,False,False,False,False,True,,,,,,
25006136,Esc. de Música Municipal de Balaguer,ALTRES,Públic,Corporacions Locals,0,Balaguer,Noguera,Lleida,250404,23,"c. Miracle, 23",25600,41.7881,0.805542,False,False,False,False,False,False,False,False,False,,,,,,
25006148,Institut d'Ostalaria de Les-Val d'Aran,FORMACIO_PROFESSIONAL,Públic,Departament d'Educació i Formació Professional,2,Les,Aran,Lleida,251214,39,"c. dels Banys, s/n",25540,42.80866,0.709866,False,False,False,False,False,True,True,False,False,,,,,,
25006215,Institut Escola de Sobrestants,FORMACIO_PROFESSIONAL,Públic,Altres Departaments,2,Tàrrega,Urgell,Lleida,252173,38,"c. Salvador Espriu, 2",25300,41.64209,1.140062,False,False,False,False,False,True,True,False,False,,,,,,
25006227,Institut d'Almenar,INSTITUT,Públic,Departament d'Educació i Formació Professional,4,Almenar,Segrià,Lleida,250215,33,"c. Espadós, 75",25126,41.80021,0.575332,False,False,False,True,True,True,True,False,False,,,,,,
25006239,Institut d'Aran,INSTITUT,Públic,Departament d'Educació i Formació Professional,4,Vielha e Mijaran,Aran,Lleida,252430,39,"Ctra. de Betren, s/n",25530,42.6992,0.802793,False,False,False,True,True,True,True,False,False,,,,,,
25006240,Institut El Pont de Suert,INSTITUT,Públic,Departament d'Educació i Formació Professional,4,El Pont de Suert,Alta Ribagorça,Lleida,251734,05,"Barri Aragó, s/n",25520,42.40625,0.738299,False,False,False,True,True,True,True,False,False,,,,,,
25006252,EOI de Lleida,ALTRES,Públic,Departament d'Educació i Formació Professional,0,Lleida,Segrià,Lleida,251207,33,"c. Corregidor Escofet, 53",25005,41.62645,0.632362,False,False,False,False,False,False,False,False,False,,,,,,
25006264,Escola Espiga,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Lleida,Segrià,Lleida,251207,33,"Partida Bovà, 14",25196,41.63478,0.606301,False,True,True,False,False,False,False,False,False,,,,,,
25006276,Escola Sant Jordi,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Lleida,Segrià,Lleida,251207,33,"Partida de Montcada, 22",25196,41.64448,0.611687,False,True,True,False,False,False,False,False,False,,,,,,
25006288,Institut de Tremp,INSTITUT,Públic,Departament d'Educació i Formació Professional,4,Tremp,Pallars Jussà,Lleida,252347,25,"c. Bisbe Iglesias, 5",25620,42.16134,0.895724,False,False,False,True,True,True,True,False,False,,,,,,
25006291,Institut Hug Roger III,INSTITUT,Públic,Departament d'Educació i Formació Professional,4,Sort,Pallars Sobirà,Lleida,252094,26,"c. Joaquim Sostres, s/n",25560,42.4135,1.129294,False,False,False,True,True,True,True,False,False,,,,,,
25006409,Escola Joc de la Bola,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Lleida,Segrià,Lleida,251207,33,"c. Segovia, s/n",25006,41.6187,0.612523,False,True,True,False,False,False,False,False,False,,,,,,
25006410,CFA Segrià,ADULTS,Públic,Departament d'Educació i Formació Professional,1,Lleida,Segrià,Lleida,251207,33,"c. Juneda, 16",25001,41.6129,0.63116,False,False,False,False,False,False,False,True,False,,,,,,
25006434,Esc. de Música Municipal,ALTRES,Públic,Corporacions Locals,0,Agramunt,Urgell,Lleida,250030,38,"c. Ensenyament, 17",25310,41.78301,1.099986,False,False,False,False,False,False,False,False,False,,,,,,
25006446,Escola Municipal de Música l'Espiga,ALTRES,Públic,Corporacions Locals,0,Sant Guim de Freixenet,Segarra,Lleida,251924,32,"pl. Doctor Perelló, 4",25270,41.65573,1.41896,False,False,False,False,False,False,False,False,False,,,,,,
25006483,Institut Canigó,INSTITUT,Públic,Departament d'Educació i Formació Professional,4,Almacelles,Segrià,Lleida,250194,33,"c. Canigó, s/n",25100,41.73004,0.433701,False,False,False,True,True,True,True,False,False,,,,,,
25006495,Institut Josep Lladonosa,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Lleida,Segrià,Lleida,251207,33,"c. Jeroni Pujades, 16",25005,41.62289,0.636654,False,False,False,True,True,False,False,False,False,,,,,,
25006501,Escola Alba,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Corbins,Segrià,Lleida,250788,33,"ctra. de Corbins, Km. 6",25137,41.66037,0.661771,False,True,True,False,False,False,False,False,False,,,,,,
25006513,Institut Manuel de Montsuar,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Lleida,Segrià,Lleida,251207,33,"Partida de Montcada, 22",25196,41.64444,0.611702,False,False,False,True,True,False,False,False,False,,,,,,
25006525,Institut Josep Vallverdú,INSTITUT,Públic,Departament d'Educació i Formació Professional,4,Les Borges Blanques,Garrigues,Lleida,250582,18,"c. Dr. Josep Trueta, s/n",25400,41.51734,0.867114,False,False,False,True,True,True,True,False,False,,,,,,
25006537,Esc. de Música Municipal de Mollerussa,ALTRES,Públic,Corporacions Locals,0,Mollerussa,Pla d'Urgell,Lleida,251370,27,"pl. Pla d'Urgell, 1",25230,41.62638,0.89462,False,False,False,False,False,False,False,False,False,,,,,,
25006549,Escola d'Espluga de Serra - ZER Alta Ribagorça,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Tremp,Pallars Jussà,Lleida,252347,25,"c. de les Escoles, s/n",25583,42.28559,0.843647,False,True,True,False,False,False,False,False,False,,,,,,
25006574,Institut de Ponts,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Ponts,Noguera,Lleida,251728,23,"av. Pompeu Fabra, 59",25740,41.911,1.187785,False,False,False,True,True,False,False,False,False,,,,,,
25006598,Institut Lo Pla d'Urgell,INSTITUT,Públic,Departament d'Educació i Formació Professional,3,Bellpuig,Urgell,Lleida,250501,38,"av. d'Urgell, 34",25250,41.62977,1.007363,False,False,False,True,True,True,False,False,False,,,,,,
25006720,Institut d'Hoteleria i Turisme,FORMACIO_PROFESSIONAL,Públic,Departament d'Educació i Formació Professional,2,Lleida,Segrià,Lleida,251207,33,"Partida Caparrella, s/n",25192,41.60135,0.580503,False,False,False,False,False,True,True,False,False,,,,,,
25006732,Institut Torre Vicens,INSTITUT,Públic,Departament d'Educació i Formació Professional,4,Lleida,Segrià,Lleida,251207,33,"av. Torre Vicens, 3",25005,41.63068,0.630271,False,False,False,True,True,True,True,False,False,,,,,,
25006744,CEE Esperança,EDUCACIO_ESPECIAL,Públic,Departament d'Educació i Formació Professional,1,Lleida,Segrià,Lleida,251207,33,"c. Juneda,2",25001,41.60537,0.641729,False,False,False,False,False,False,False,False,True,,,,,,
25006771,Institut Ronda,INSTITUT,Públic,Departament d'Educació i Formació Professional,4,Lleida,Segrià,Lleida,251207,33,"c. Henri Dunant, 3",25003,41.616,0.610355,False,False,False,True,True,True,True,False,False,,,,,,
25006781,Institut Alfons Costafreda,INSTITUT,Públic,Departament d'Educació i Formació Professional,4,Tàrrega,Urgell,Lleida,252173,38,"ctra. de Tarragona, s/n",25300,41.63919,1.138704,False,False,False,True,True,True,True,False,False,,,,,,
25006793,Acser,FORMACIO_PROFESSIONAL,Privat,Cooperatives,1,Balaguer,Noguera,Lleida,250404,23,"c. Sant Lluís, 50, baixos",25600,41.78989,0.808795,False,False,False,False,False,True,False,False,False,,,,,,
25006801,Llar d'infants El Patufet,LLAR_INFANTS,Públic,Corporacions Locals,1,Castellnou de Seana,Pla d'Urgell,Lleida,250680,27,"pl. Major, 1",25265,41.64826,0.97115,True,False,False,False,False,False,False,False,False,,,,,,
25006811,Llar d'infants La Grandalla,LLAR_INFANTS,Públic,Corporacions Locals,1,La Seu d'Urgell,Alt Urgell,Lleida,252038,04,"c. Capdevila, 29-35",25700,42.35876,1.459863,True,False,False,False,False,False,False,False,False,,,,,,
25006835,Llar d'infants Merli,LLAR_INFANTS,Públic,Corporacions Locals,1,Alguaire,Segrià,Lleida,250169,33,"c. Bassa, s/n",25125,41.734,0.583535,True,False,False,False,False,False,False,False,False,,,,,,
25006847,Llar d'infants L'Estel,LLAR_INFANTS,Públic,Corporacions Locals,1,Tremp,Pallars Jussà,Lleida,252347,25,"av. Espanya, 7",25620,42.16474,0.895096,True,False,False,False,False,False,False,False,False,,,,,,
25006859,Llar d'infants Municipal l'Era d'Agramunt,LLAR_INFANTS,Públic,Corporacions Locals,1,Agramunt,Urgell,Lleida,250030,38,"c. dels Asgous, 22",25310,41.78333,1.099498,True,False,False,False,False,False,False,False,False,,,,,,
25006860,Llar d'infants Era Cunhèra,LLAR_INFANTS,Públic,Corporacions Locals,1,Vielha e Mijaran,Aran,Lleida,252430,39,"av. Maladeta, 1",25530,42.70367,0.798141,True,False,False,False,False,False,False,False,False,,,,,,
25006872,Llar d'infants Vensi,LLAR_INFANTS,Públic,Corporacions Locals,1,Almacelles,Segrià,Lleida,250194,33,"c. Balmes, s/n (c.Nebrija/c.Pitàgores)",25100,41.73314,0.436842,True,False,False,False,False,False,False,False,False,,,,,,
25006884,Llar d'infants Blau Cel,LLAR_INFANTS,Públic,Corporacions Locals,1,Barbens,Pla d'Urgell,Lleida,250411,27,"c. Ramón y Cajal, 27",25262,41.67679,1.015458,True,False,False,False,False,False,False,False,False,,,,,,
25006896,Esc. de Música Municipal de Bellpuig,ALTRES,Públic,Corporacions Locals,0,Bellpuig,Urgell,Lleida,250501,38,"pl. del Castell, s/n",25250,41.62606,1.011102,False,False,False,False,False,False,False,False,False,,,,,,
25006902,Esc. de Música Municipal de Ponts,ALTRES,Públic,Corporacions Locals,0,Ponts,Noguera,Lleida,251728,23,"c. Bonaire, 33",25740,41.91596,1.187097,False,False,False,False,False,False,False,False,False,,,,,,
25006914,Llar d'infants La Pau,LLAR_INFANTS,Públic,Corporacions Locals,1,Tàrrega,Urgell,Lleida,252173,38,"c. Berenguer IV, 30",25300,41.65531,1.141332,True,False,False,False,False,False,False,False,False,,,,,,
25006926,CEE Les Basses,EDUCACIO_ESPECIAL,Públic,Corporacions Locals,2,Lleida,Segrià,Lleida,251207,33,"c. Til·ler, 1",25191,41.6212,0.606538,False,False,False,False,False,False,False,True,True,,,,,,
25006938,Escola Bressol Municipal de Pardinyes,LLAR_INFANTS,Públic,Corporacions Locals,1,Lleida,Segrià,Lleida,251207,33,"c. Enginyer Cellers, 2",25005,41.62512,0.638901,True,False,False,False,False,False,False,False,False,,,,,,
25006941,Escola Bressol Municipal Magraners,LLAR_INFANTS,Públic,Corporacions Locals,1,Lleida,Segrià,Lleida,251207,33,"c. Vila-rodona, 2",25001,41.60607,0.663382,True,False,False,False,False,False,False,False,False,,,,,,
25006951,Escola Bressol Municipal El Rellotge,LLAR_INFANTS,Públic,Corporacions Locals,1,Lleida,Segrià,Lleida,251207,33,"c. Roca Labrador, 2",25003,41.61209,0.616053,True,False,False,False,False,False,False,False,False,,,,,,
25006963,Escola Bressol Municipal Bordeta,LLAR_INFANTS,Públic,Corporacions Locals,1,Lleida,Segrià,Lleida,251207,33,"c. Hostal de la Bordeta, 68",25001,41.60223,0.645858,True,False,False,False,False,False,False,False,False,,,,,,
25006975,Escola Bressol Municipal Cappont,LLAR_INFANTS,Públic,Corporacions Locals,1,Lleida,Segrià,Lleida,251207,33,"c. Santa Cecília, 9",25001,41.61334,0.632455,True,False,False,False,False,False,False,False,False,,,,,,
25006999,Escola Bressol Municipal Suchs,LLAR_INFANTS,Públic,Corporacions Locals,1,Lleida,Segrià,Lleida,251207,33,"c. Bou, 1",25113,41.7019,0.411305,True,False,False,False,False,False,False,False,False,,,,,,
25007001,Llar d'infants Municipal,LLAR_INFANTS,Públic,Corporacions Locals,1,Bellver de Cerdanya,Cerdanya,Lleida,250518,15,"c. Travy, 16",25720,42.36758,1.776997,True,False,False,False,False,False,False,False,False,,,,,,
25007013,Llar d'infants del Secà de Sant Pere,LLAR_INFANTS,Públic,Corporacions Locals,1,Lleida,Segrià,Lleida,251207,33,"c. Llibertat, 1",25005,41.62914,0.632239,True,False,False,False,False,False,False,False,False,,,,,,
25007025,Institut Morelló,INSTITUT,Públic,Departament d'Educació i Formació Professional,1,Esterri d'Àneu,Pallars Sobirà,Lleida,250864,26,"pl. la Closa, 7",25580,42.62808,1.121064,False,False,False,True,False,False,False,False,False,,,,,,
25007037,Llar d'infants Les Garrigues,LLAR_INFANTS,Públic,Corporacions Locals,1,La Granadella,Garrigues,Lleida,251018,18,"c. Escoles, 2",25177,41.3567,0.662343,True,False,False,False,False,False,False,False,False,,,,,,
25007049,Llar d'infants Sant Pau,LLAR_INFANTS,Públic,Corporacions Locals,1,Anglesola,Urgell,Lleida,250273,38,"av. Catalunya, 43",25320,41.65688,1.082782,True,False,False,False,False,False,False,False,False,,,,,,
25007062,Llar d'infants Municipal,LLAR_INFANTS,Públic,Corporacions Locals,1,Vinaixa,Garrigues,Lleida,252555,18,"ctra. de Lleida, 51",25440,41.42931,0.972347,True,False,False,False,False,False,False,False,False,,,,,,
25007074,Llar d'infants El Patufet,LLAR_INFANTS,Públic,Corporacions Locals,1,Balaguer,Noguera,Lleida,250404,23,"c. Mossèn Jacint Verdaguer, 1",25600,41.79349,0.810336,True,False,False,False,False,False,False,False,False,,,,,,
25007086,Llar d'infants de Belianes,LLAR_INFANTS,Públic,Corporacions Locals,1,Belianes,Urgell,Lleida,250463,38,"c. Escoles, s/n",25266,41.56255,1.016435,True,False,False,False,False,False,False,False,False,,,,,,
25007098,Llar d'infants Sol Solet,LLAR_INFANTS,Públic,Corporacions Locals,1,Bellcaire d'Urgell,Noguera,Lleida,250479,23,"c. Nord, s/n",25337,41.76113,0.907444,True,False,False,False,False,False,False,False,False,,,,,,
25007104,Llar d'infants Mairau er Audeth,LLAR_INFANTS,Públic,Corporacions Locals,1,Bossòst,Aran,Lleida,250595,39,"pl. dera Glèisa, s/n",25550,42.78561,0.692082,True,False,False,False,False,False,False,False,False,,,,,,
25007116,Llar d'infants La Mainada,LLAR_INFANTS,Públic,Corporacions Locals,1,Vallfogona de Balaguer,Noguera,Lleida,252402,23,"c. de les Escoles, 2",25680,41.75253,0.812583,True,False,False,False,False,False,False,False,False,,,,,,
25007128,Llar d'infants El Patufet,LLAR_INFANTS,Públic,Corporacions Locals,1,Miralcamp,Pla d'Urgell,Lleida,251351,27,"Trav. Anselm Clavé, 13",25242,41.60402,0.880068,True,False,False,False,False,False,False,False,False,,,,,,
25007141,Llar d'infants L'Estel,LLAR_INFANTS,Públic,Corporacions Locals,1,Torregrossa,Pla d'Urgell,Lleida,252304,27,"pg. Zona Poliesportiva, s/n",25141,41.57914,0.833958,True,False,False,False,False,False,False,False,False,,,,,,
25007153,Institut d'Alcarràs,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Alcarràs,Segrià,Lleida,250117,33,"pl. de l'Arquitecte Ignasi Miquel, 1",25180,41.5617,0.518744,False,False,False,True,True,False,False,False,False,,,,,,
25007165,Llar d'infants El Bressol,LLAR_INFANTS,Públic,Corporacions Locals,1,Artesa de Segre,Noguera,Lleida,250349,23,"c. de les Monges, s/n",25730,41.89393,1.045342,True,False,False,False,False,False,False,False,False,,,,,,
25007189,Institut Maria Rúbies,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Lleida,Segrià,Lleida,251207,33,"c. Boqué/av. Pla d'Urgell, s/n",25001,41.60574,0.646951,False,False,False,True,True,False,False,False,False,,,,,,
25007190,Llar d'infants Arrel,LLAR_INFANTS,Públic,Departament d'Educació i Formació Professional,1,Cervera,Segarra,Lleida,250729,32,"Camí dels Pagesos, s/n",25200,41.66896,1.275253,True,False,False,False,False,False,False,False,False,,,,,,
25007207,Llar d'infants La Faldeta,LLAR_INFANTS,Públic,Departament d'Educació i Formació Professional,1,Lleida,Segrià,Lleida,251207,33,"Camp de Mart, 30",25004,41.6204,0.625209,True,False,False,False,False,False,False,False,False,,,,,,
25007301,LLI privada Arc Iris,LLAR_INFANTS,Privat,Societats Civils,1,Lleida,Segrià,Lleida,251207,33,"c. Gran Passeig Ronda, 105",25006,41.62021,0.61567,True,False,False,False,False,False,False,False,False,,,,,,
25007323,Llar d'infants Peter Pan,LLAR_INFANTS,Privat,Cooperatives,1,Lleida,Segrià,Lleida,251207,33,"pg. Ronda, 107",25008,41.62034,0.615813,True,False,False,False,False,False,False,False,False,,,,,,
25007438,LLI privada Sant Eloi,LLAR_INFANTS,Privat,Cooperatives,1,Tàrrega,Urgell,Lleida,252173,38,"c. Montsec, 4",25300,41.64796,1.133553,True,False,False,False,False,False,False,False,False,,,,,,
25007499,Institut l'Olivera,INSTITUT,Públic,Departament d'Educació i Formació Professional,1,La Granadella,Garrigues,Lleida,251018,18,"pl. Escoles, 3",25177,41.35674,0.662377,False,False,False,True,False,False,False,False,False,,,,,,
25007505,Institut de Guissona,INSTITUT,Públic,Departament d'Educació i Formació Professional,4,Guissona,Segarra,Lleida,251109,32,"c. Castanyers, 13",25210,41.78057,1.287441,False,False,False,True,True,True,True,False,False,,,,,,
25007517,Institut La Serra,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Mollerussa,Pla d'Urgell,Lleida,251370,27,"ctra. Torregrossa, Km 1,9",25230,41.61727,0.868147,False,False,False,True,True,False,False,False,False,,,,,,
25007529,Institut Seròs,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Seròs,Segrià,Lleida,252043,33,"pl. de les Escoles, s/n",25183,41.46427,0.411189,False,False,False,True,True,False,False,False,False,,,,,,
25007566,Llar d'infants Municipal,LLAR_INFANTS,Públic,Corporacions Locals,1,Les Borges Blanques,Garrigues,Lleida,250582,18,"av. Diagonal, s/n",25400,41.52005,0.872301,True,False,False,False,False,False,False,False,False,,,,,,
25007608,Llar d'infants Eth Cargòlh,LLAR_INFANTS,Públic,Corporacions Locals,1,Naut Aran,Aran,Lleida,250254,39,"ctra. d'accés a Tredòs, s/n",25598,42.70318,0.913916,True,False,False,False,False,False,False,False,False,,,,,,
